"find_number","material","start_date","end_date","l2_class","object_diameter","object_height","ceramics_image_type","ceramics_mark","on_website","material_simplified","url"
"NZR2.00513CER175","industrial ware: white",1825,1875,"Consumption: drinking",130.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00513CER195","industrial ware: white",1800,1875,"Consumption: drinking",122.0,30.0,"floral motif","Dawson",0,"industrial ware",NULL
"NZR2.00513CER208","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00513CER211","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",180.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00513CER240","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",220.0,30.0,"geometric patterns",NULL,0,"industrial ware",NULL
"NZR2.00513CER241","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00513CER242","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00513CER263","industrial ware: white",1850,1936,"Consumption: drinking",135.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00514CER255","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00514CER257","industrial ware: white",1760,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00514CER265","industrial ware: white",1825,1875,"Consumption: drinking",90.0,67.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00514CER311","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER069","industrial ware: white",1775,1800,"Consumption: drinking",110.0,25.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00515CER075","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,40.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00515CER081","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",150.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER111","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER115","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER117","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER120","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER121","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER122","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00515CER123","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER080","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",145.0,25.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00516CER086","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",150.0,25.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00516CER094","industrial ware: white",1760,1800,"Consumption: drinking",70.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER098","industrial ware: white",1850,1900,"Consumption: drinking",100.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER101","industrial ware: white",1825,1875,"Consumption: drinking",130.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER102","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER103","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER104","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",170.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER105","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER122","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",220.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER126","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER130","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER134","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER135","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00516CER139","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",200.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00517CER004","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER108","industrial ware: white",1825,1875,"Consumption: drinking",90.0,70.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00518CER118","industrial ware: white",1840,1900,"Food consumption: plate, dish, bowl",150.0,28.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00518CER120","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",150.0,23.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER121","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER122","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",140.0,33.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER123","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER124","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00518CER128","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00518CER129","industrial ware: white",1850,1900,"Consumption: drinking",75.0,65.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER135","industrial ware: white",1825,1875,"Consumption: drinking",110.0,60.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER138","industrial ware: white",1825,1850,"Consumption: drinking",90.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER156","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",310.0,80.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER157","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",260.0,65.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER177","industrial ware: white",1850,1900,"Consumption: drinking",90.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER190","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",200.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER193","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER198","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER204","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER206","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER208","industrial ware: white",1775,1850,"Food consumption: plate, dish, bowl",250.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER209","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",230.0,40.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER210","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER213","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",230.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER214","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",220.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER216","industrial ware: white",1760,1825,"Food consumption: plate, dish, bowl",200.0,15.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00518CER226","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",200.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER009","industrial ware: white",1850,1900,"Consumption: drinking",100.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER153","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,28.0,"human figure",NULL,0,"industrial ware",NULL
"NZR2.00519CER158","industrial ware: white",1825,1900,"Consumption: drinking",100.0,55.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER159","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER161","industrial ware: white",1825,1875,"Consumption: drinking",130.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER162","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER163","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER164","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",140.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER168","industrial ware: white",1840,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER169","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",140.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER170","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",140.0,30.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER171","industrial ware: white",1825,1875,"Consumption: drinking",130.0,25.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00519CER173","industrial ware: white",1850,1900,"Consumption: drinking",75.0,65.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER186","industrial ware: white",1825,1900,"Consumption: drinking",100.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER187","industrial ware: white",1825,1875,"Consumption: drinking",85.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER199","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER200","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",180.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER209","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",300.0,75.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER213","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER250","industrial ware: white",1800,1900,"Food consumption: plate, dish, bowl",260.0,37.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER251","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER252","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER253","industrial ware: white",1825,1850,"Food consumption: plate, dish, bowl",190.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER255","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",180.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER260","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER263","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER268","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",220.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER270","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER272","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,17.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER275","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",250.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER276","industrial ware: white",1825,1900,"Food consumption: plate, dish, bowl",250.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER281","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER283","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00519CER290","industrial ware: white",1850,1925,"Food consumption: plate, dish, bowl",195.0,40.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00519CER296","industrial ware: white",1799,1864,"Food consumption: plate, dish, bowl",195.0,17.0,NULL,"Dawson",0,"industrial ware",NULL
"NZR2.00519CER298","industrial ware: white",1834,1865,"Food consumption: plate, dish, bowl",210.0,22.0,NULL,"Dixon, Phillips & Co",0,"industrial ware",NULL
"NZR2.00520CER110","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",140.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER113","industrial ware: white",1800,1850,"Consumption: drinking",120.0,30.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00520CER115","industrial ware: white",1825,1850,"Food consumption: plate, dish, bowl",140.0,25.0,"floral motif",NULL,0,"industrial ware",NULL
"NZR2.00520CER118","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",160.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER126","industrial ware: white",1825,1875,"Consumption: drinking",85.0,50.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER129","industrial ware: white",1825,1850,"Consumption: drinking",80.0,45.0,"religious/biblical images",NULL,0,"industrial ware",NULL
"NZR2.00520CER159","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER165","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",200.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER166","industrial ware: white",1875,1936,"Food consumption: plate, dish, bowl",250.0,37.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER170","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER171","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",320.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER172","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",210.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER173","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",200.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER175","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER176","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,30.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER179","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00520CER180","industrial ware: white",1800,1875,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER069","industrial ware: white",1825,1875,"Consumption: drinking",100.0,70.0,"landscape",NULL,0,"industrial ware",NULL
"NZR2.00521CER075","industrial ware: white",1900,1936,"Consumption: drinking",125.0,20.0,NULL,"Societe Ceramique 550",0,"industrial ware",NULL
"NZR2.00521CER076","industrial ware: white",1760,1800,"Consumption: drinking",110.0,33.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER081","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,55.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER082","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",200.0,45.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER109","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",250.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER110","industrial ware: white",1800,1850,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00521CER111","industrial ware: white",1775,1825,"Food consumption: plate, dish, bowl",240.0,25.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00522CER135","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",210.0,18.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00522CER139","industrial ware: white",1825,1875,"Food consumption: plate, dish, bowl",260.0,35.0,NULL,NULL,0,"industrial ware",NULL
"NZR2.00522CER150","industrial ware: white",1820,1826,"Consumption: drinking",130.0,27.0,NULL,"Dixon, Austin & Co",0,"industrial ware",NULL
"NZR2.00523CER113","industrial ware: white",1850,1900,"Food consumption: plate, dish, bowl",240.0,40.0,"chinese decor",NULL,0,"industrial ware",NULL
"NZR2.00523CER121","industrial ware: white",1760,1800,"Food consumption: plate, dish, bowl",260.0,20.0,NULL,NULL,0,"industrial ware",NULL
